service,port,transport
ms-s-sideshow,5361,udp
serverwsd2,5362,udp
net-projection,5363,udp
kdnet,5364,udp
stresstester,5397,udp
elektron-admin,5398,udp
securitychase,5399,udp
excerpt,5400,udp
excerpts,5401,udp
mftp,5402,udp
hpoms-ci-lstn,5403,udp
hpoms-dps-lstn,5404,udp
netsupport,5405,udp
systemics-sox,5406,udp
foresyte-clear,5407,udp
foresyte-sec,5408,udp
salient-dtasrv,5409,udp
salient-usrmgr,5410,udp
actnet,5411,udp
continuus,5412,udp
wwiotalk,5413,udp
statusd,5414,udp
ns-server,5415,udp
sns-gateway,5416,udp
sns-agent,5417,udp
mcntp,5418,udp
dj-ice,5419,udp
cylink-c,5420,udp
netsupport2,5421,udp
salient-mux,5422,udp
virtualuser,5423,udp
beyond-remote,5424,udp
br-channel,5425,udp
devbasic,5426,udp
sco-peer-tta,5427,udp
telaconsole,5428,udp
base,5429,udp
radec-corp,5430,udp
park-agent,5431,udp
postgresql,5432,udp
pyrrho,5433,udp
sgi-arrayd,5434,udp
sceanics,5435,udp
pmip6-cntl,5436,udp
pmip6-data,5437,udp
spss,5443,udp
tiepie-disc,5450,udp
surebox,5453,udp
apc-5454,5454,udp
apc-5455,5455,udp
apc-5456,5456,udp
silkmeter,5461,udp
ttl-publisher,5462,udp
ttlpriceproxy,5463,udp
quailnet,5464,udp
netops-broker,5465,udp
apsolab-rpc,5474,udp
fcp-addr-srvr1,5500,udp
fcp-addr-srvr2,5501,udp
fcp-srvr-inst1,5502,udp
fcp-srvr-inst2,5503,udp
fcp-cics-gw1,5504,udp
checkoutdb,5505,udp
amc,5506,udp
matter,5540,udp
sgi-eventmond,5553,udp
sgi-esphttp,5554,udp
personal-agent,5555,udp
freeciv,5556,udp
dof-dps-mc-sec,5567,udp
sdt,5568,udp
rdmnet-device,5569,udp
sdmmp,5573,udp
tmosms0,5580,udp
tmosms1,5581,udp
fac-restore,5582,udp
tmo-icon-sync,5583,udp
bis-web,5584,udp
bis-sync,5585,udp
ininmessaging,5597,udp
mctfeed,5598,udp
esinstall,5599,udp
esmmanager,5600,udp
esmagent,5601,udp
a1-msc,5602,udp
a1-bs,5603,udp
a3-sdunode,5604,udp
a4-sdunode,5605,udp
ninaf,5627,udp
htrust,5628,udp
symantec-sfdb,5629,udp
precise-comm,5630,udp
pcanywheredata,5631,udp
pcanywherestat,5632,udp
beorl,5633,udp
xprtld,5634,udp
zre-disc,5670,udp
amqps,5671,udp
amqp,5672,udp
jms,5673,udp
hyperscsi-port,5674,udp
v5ua,5675,udp
raadmin,5676,udp
questdb2-lnchr,5677,udp
rrac,5678,udp
dccm,5679,udp
auriga-router,5680,udp
ncxcp,5681,udp
brightcore,5682,udp
coap,5683,udp
coaps,5684,udp
gog-multiplayer,5687,udp
ggz,5688,udp
qmvideo,5689,udp
proshareaudio,5713,udp
prosharevideo,5714,udp
prosharedata,5715,udp
prosharerequest,5716,udp
prosharenotify,5717,udp
dpm,5718,udp
dpm-agent,5719,udp
ms-licensing,5720,udp
dtpt,5721,udp
msdfsr,5722,udp
omhs,5723,udp
omsdk,5724,udp
io-dist-group,5728,udp
openmail,5729,udp
unieng,5730,udp
ida-discover1,5741,udp
ida-discover2,5742,udp
watchdoc-pod,5743,udp
watchdoc,5744,udp
fcopy-server,5745,udp
fcopys-server,5746,udp
tunatic,5747,udp
tunalyzer,5748,udp
rscd,5750,udp
openmailg,5755,udp
x500ms,5757,udp
openmailns,5766,udp
s-openmail,5767,udp
openmailpxy,5768,udp
spramsca,5769,udp
spramsd,5770,udp
netagent,5771,udp
starfield-io,5777,udp
3par-evts,5781,udp
3par-mgmt,5782,udp
3par-mgmt-ssl,5783,udp
ibar,5784,udp
3par-rcopy,5785,udp
cisco-redu,5786,udp
waascluster,5787,udp
xtreamx,5793,udp
spdp,5794,udp
icmpd,5813,udp
spt-automation,5814,udp
wherehoo,5859,udp
ppsuitemsg,5863,udp
rfb,5900,udp
ff-ice,5903,udp
ag-swim,5904,udp
asmgcs,5905,udp
rpas-c2,5906,udp
dsd,5907,udp
ipsma,5908,udp
agma,5909,udp
ats-atn,5910,udp
ats-acars,5911,udp
ais-met,5912,udp
aoc-acars,5913,udp
ipsdtls,5914,udp
indy,5963,udp
mppolicy-v5,5968,udp
mppolicy-mgr,5969,udp
couchdb,5984,udp
wsman,5985,udp
wsmans,5986,udp
wbem-rmi,5987,udp
wbem-http,5988,udp
wbem-https,5989,udp
wbem-exp-https,5990,udp
nuxsl,5991,udp
consul-insight,5992,udp
cvsup,5999,udp
ndl-ahp-svc,6064,udp
winpharaoh,6065,udp
ewctsp,6066,udp
trip,6069,udp
messageasap,6070,udp
ssdtp,6071,udp
diagnose-proc,6072,udp
directplay8,6073,udp
max,6074,udp
gue,6080,udp
geneve,6081,udp
p25cai,6082,udp
miami-bcast,6083,udp
konspire2b,6085,udp
pdtp,6086,udp
ldss,6087,udp
doglms-notify,6088,udp
synchronet-db,6100,udp
synchronet-rtc,6101,udp
synchronet-upd,6102,udp
rets,6103,udp
dbdb,6104,udp
primaserver,6105,udp
mpsserver,6106,udp
etc-control,6107,udp
sercomm-scadmin,6108,udp
globecast-id,6109,udp
softcm,6110,udp
spc,6111,udp
dtspcd,6112,udp
tipc,6118,udp
bex-webadmin,6122,udp
backup-express,6123,udp
pnbs,6124,udp
nbt-wol,6133,udp
pulsonixnls,6140,udp
meta-corp,6141,udp
aspentec-lm,6142,udp
watershed-lm,6143,udp
statsci1-lm,6144,udp
statsci2-lm,6145,udp
lonewolf-lm,6146,udp
montage-lm,6147,udp
ricardo-lm,6148,udp
tal-pod,6149,udp
ecmp-data,6160,udp
patrol-ism,6161,udp
patrol-coll,6162,udp
pscribe,6163,udp
lm-x,6200,udp
thermo-calc,6201,udp
qmtps,6209,udp
radmind,6222,udp
jeol-nsddp-1,6241,udp
jeol-nsddp-2,6242,udp
jeol-nsddp-3,6243,udp
jeol-nsddp-4,6244,udp
tl1-raw-ssl,6251,udp
tl1-ssh,6252,udp
crip,6253,udp
grid,6268,udp
grid-alt,6269,udp
bmc-grx,6300,udp
bmc-ctd-ldap,6301,udp
ufmp,6306,udp
scup-disc,6315,udp
abb-escp,6316,udp
nav-data,6317,udp
repsvc,6320,udp
emp-server1,6321,udp
emp-server2,6322,udp
hrd-ns-disc,6324,udp
sflow,6343,udp
gnutella-svc,6346,udp
gnutella-rtr,6347,udp
adap,6350,udp
pmcs,6355,udp
metaedit-mu,6360,udp
ndn,6363,udp
metaedit-se,6370,udp
metatude-mds,6382,udp
clariion-evr01,6389,udp
metaedit-ws,6390,udp
faxcomservice,6417,udp
svdrp-disc,6419,udp
nim-vdrshell,6420,udp
nim-wan,6421,udp
sun-sr-https,6443,udp
sge-qmaster,6444,udp
sge-execd,6445,udp
mysql-proxy,6446,udp
skip-cert-recv,6455,udp
skip-cert-send,6456,udp
ieee11073-20701,6464,udp
lvision-lm,6471,udp
sun-sr-http,6480,udp
servicetags,6481,udp
ldoms-mgmt,6482,udp
SunVTS-RMI,6483,udp
sun-sr-jms,6484,udp
sun-sr-iiop,6485,udp
sun-sr-iiops,6486,udp
sun-sr-iiop-aut,6487,udp
sun-sr-jmx,6488,udp
sun-sr-admin,6489,udp
boks,6500,udp
boks-servc,6501,udp
boks-servm,6502,udp
boks-clntd,6503,udp
badm-priv,6505,udp
badm-pub,6506,udp
bdir-priv,6507,udp
bdir-pub,6508,udp
mgcs-mfp-port,6509,udp
mcer-port,6510,udp
dccp-udp,6511,udp
syslog-tls,6514,udp
elipse-rec,6515,udp
lds-distrib,6543,udp
lds-dump,6544,udp
apc-6547,6547,udp
apc-6548,6548,udp
apc-6549,6549,udp
fg-sysupdate,6550,udp
sum,6551,udp
xdsxdm,6558,udp
sane-port,6566,udp
rp-reputation,6568,udp
affiliate,6579,udp
parsec-master,6580,udp
parsec-peer,6581,udp
parsec-game,6582,udp
joaJewelSuite,6583,udp
odette-ftps,6619,udp
kftp-data,6620,udp
kftp,6621,udp
mcftp,6622,udp
ktelnet,6623,udp
wago-service,6626,udp
nexgen,6627,udp
afesc-mc,6628,udp
nexgen-aux,6629,udp
cisco-vpath-tun,6633,udp
mpls-pm,6634,udp
mpls-udp,6635,udp
mpls-udp-dtls,6636,udp
openflow,6653,udp
palcom-disc,6657,udp
vocaltec-gold,6670,udp
p4p-portal,6671,udp
vision-server,6672,udp
vision-elmd,6673,udp
vfbp-disc,6678,udp
osaut,6679,udp
tsa,6689,udp
babel,6696,udp
babel-dtls,6699,udp
kti-icad-srvr,6701,udp
e-design-net,6702,udp
e-design-web,6703,udp
ibprotocol,6714,udp
fibotrader-com,6715,udp
bmc-perf-agent,6767,udp
bmc-perf-mgrd,6768,udp
adi-gxp-srvprt,6769,udp
plysrv-http,6770,udp
plysrv-https,6771,udp
bfd-lag,6784,udp
dgpf-exchg,6785,udp
smc-jmx,6786,udp
smc-admin,6787,udp
smc-http,6788,udp
hnmp,6790,udp
hnm,6791,udp
acnet,6801,udp
ambit-lm,6831,udp
netmo-default,6841,udp
netmo-http,6842,udp
iccrushmore,6850,udp
acctopus-st,6868,udp
muse,6888,udp
split-ping,6924,udp
ethoscan,6935,udp
xsmsvc,6936,udp
bioserver,6946,udp
otlp,6951,udp
jmact3,6961,udp
jmevt2,6962,udp
swismgr1,6963,udp
swismgr2,6964,udp
swistrap,6965,udp
swispol,6966,udp
acmsoda,6969,udp
qolyester,6980,udp
MobilitySrv,6997,udp
iatp-highpri,6998,udp
iatp-normalpri,6999,udp
afs3-fileserver,7000,udp
afs3-callback,7001,udp
afs3-prserver,7002,udp
afs3-vlserver,7003,udp
afs3-kaserver,7004,udp
afs3-volser,7005,udp
afs3-errors,7006,udp
afs3-bos,7007,udp
afs3-update,7008,udp
afs3-rmtsys,7009,udp
ups-onlinet,7010,udp
talon-disc,7011,udp
talon-engine,7012,udp
microtalon-dis,7013,udp
microtalon-com,7014,udp
talon-webserver,7015,udp
spg,7016,udp
grasp,7017,udp
doceri-view,7019,udp
dpserve,7020,udp
dpserveadmin,7021,udp
ctdp,7022,udp
ct2nmcs,7023,udp
vmsvc,7024,udp
vmsvc-2,7025,udp
op-probe,7030,udp
quest-disc,7040,udp
arcp,7070,udp
iwg1,7071,udp
iba-cfg-disc,7072,udp
empowerid,7080,udp
zixi-transport,7088,udp
jdp-disc,7095,udp
lazy-ptop,7099,udp
font-service,7100,udp
elcn,7101,udp
aes-x170,7107,udp
virprot-lm,7121,udp
scenidm,7128,udp
scenccs,7129,udp
cabsm-comm,7161,udp
caistoragemgr,7162,udp
cacsambroker,7163,udp
fsr,7164,udp
doc-server,7165,udp
aruba-server,7166,udp
ccag-pib,7169,udp
nsrp,7170,udp
drm-production,7171,udp
clutild,7174,udp
janus-disc,7181,udp
fodms,7200,udp
dlip,7201,udp
ramp,7227,udp
aspcoordination,7235,udp
frc-hicp-disc,7244,udp
cnap,7262,udp
watchme-7272,7272,udp
oma-rlp,7273,udp
oma-rlp-s,7274,udp
oma-ulp,7275,udp
oma-ilp,7276,udp
oma-ilp-s,7277,udp
oma-dcdocbs,7278,udp
ctxlic,7279,udp
itactionserver1,7280,udp
itactionserver2,7281,udp
mzca-alert,7282,udp
lcm-server,7365,udp
mindfilesys,7391,udp
mrssrendezvous,7392,udp
nfoldman,7393,udp
fse,7394,udp
winqedit,7395,udp
hexarc,7397,udp
rtps-discovery,7400,udp
rtps-dd-ut,7401,udp
rtps-dd-mt,7402,udp
ionixnetmon,7410,udp
daqstream,7411,udp
ipluminary,7420,udp
mtportmon,7421,udp
pmdmgr,7426,udp
oveadmgr,7427,udp
ovladmgr,7428,udp
opi-sock,7429,udp
xmpv7,7430,udp
pmd,7431,udp
faximum,7437,udp
oracleas-https,7443,udp
rise,7473,udp
telops-lmd,7491,udp
silhouette,7500,udp
ovbus,7501,udp
ovhpas,7510,udp
pafec-lm,7511,udp
saratoga,7542,udp
atul,7543,udp
nta-ds,7544,udp
nta-us,7545,udp
cfs,7546,udp
cwmp,7547,udp
tidp,7548,udp
nls-tl,7549,udp
cloudsignaling,7550,udp
sncp,7560,udp
vsi-omega,7566,udp
aries-kfinder,7570,udp
coherence-disc,7574,udp
sun-lm,7588,udp
mipi-debug,7606,udp
indi,7624,udp
soap-http,7627,udp
zen-pawn,7628,udp
xdas,7629,udp
pmdfmgt,7633,udp
cuseeme,7648,udp
rome,7663,udp
imqtunnels,7674,udp
imqtunnel,7675,udp
imqbrokerd,7676,udp
sun-user-https,7677,udp
ms-do,7680,udp
collaber,7689,udp
klio,7697,udp
sync-em7,7707,udp
scinet,7708,udp
medimageportal,7720,udp
nsdeepfreezectl,7724,udp
nitrogen,7725,udp
freezexservice,7726,udp
trident-data,7727,udp
osvr,7728,udp
smip,7734,udp
aiagent,7738,udp
scriptview,7741,udp
sstp-1,7743,udp
raqmon-pdu,7744,udp
prgp,7747,udp
cbt,7777,udp
interwise,7778,udp
vstat,7779,udp
accu-lmgr,7781,udp
s-bfd,7784,udp
minivend,7786,udp
popup-reminders,7787,udp
office-tools,7789,udp
q3ade,7794,udp
pnet-conn,7797,udp
pnet-enc,7798,udp
altbsdp,7799,udp
asr,7800,udp
ssp-client,7801,udp
vns-tp,7802,udp
rbt-wanopt,7810,udp
apc-7845,7845,udp
apc-7846,7846,udp
mipv6tls,7872,udp
pss,7880,udp
ubroker,7887,udp
mevent,7900,udp
tnos-sp,7901,udp
tnos-dp,7902,udp
tnos-dps,7903,udp
qo-secure,7913,udp
t2-drm,7932,udp
t2-brm,7933,udp
generalsync,7962,udp
supercell,7967,udp
micromuse-ncps,7979,udp
quest-vista,7980,udp
sossd-disc,7982,udp
usicontentpush,7998,udp
irdmi2,7999,udp
irdmi,8000,udp
vcom-tunnel,8001,udp
teradataordbms,8002,udp
mcreport,8003,udp
mxi,8005,udp
wpl-disc,8006,udp
warppipe,8007,udp
http-alt,8008,udp
cisco-cloudsec,8017,udp
qbdb,8019,udp
intu-ec-svcdisc,8020,udp
intu-ec-client,8021,udp
oa-system,8022,udp
arca-api,8023,udp
ca-audit-da,8025,udp
ca-audit-ds,8026,udp
papachi-p2p-srv,8027,udp
pro-ed,8032,udp
mindprint,8033,udp
vantronix-mgmt,8034,udp
ampify,8040,udp
enguity-xccetp,8041,udp
senomix01,8052,udp
senomix02,8053,udp
senomix03,8054,udp
senomix04,8055,udp
senomix05,8056,udp
senomix06,8057,udp
senomix07,8058,udp
senomix08,8059,udp
aero,8060,udp
gadugadu,8074,udp
http-alt,8080,udp
sunproxyadmin,8081,udp
us-cli,8082,udp
us-srv,8083,udp
d-s-n,8086,udp
simplifymedia,8087,udp
radan-http,8088,udp
sac,8097,udp
xprint-server,8100,udp
skynetflow,8111,udp
mtl8000-matrix,8115,udp
cp-cluster,8116,udp
privoxy,8118,udp
apollo-data,8121,udp
apollo-admin,8122,udp
paycash-online,8128,udp
paycash-wbp,8129,udp
indigo-vrmi,8130,udp
indigo-vbcp,8131,udp
dbabble,8132,udp
isdd,8148,udp
eor-game,8149,udp
patrol,8160,udp
patrol-snmp,8161,udp
vmware-fdm,8182,udp
itach,8184,udp
spytechphone,8192,udp
blp1,8194,udp
blp2,8195,udp
vvr-data,8199,udp
trivnet1,8200,udp
trivnet2,8201,udp
aesop,8202,udp
lm-perfworks,8204,udp
lm-instmgr,8205,udp
lm-dta,8206,udp
lm-sserver,8207,udp
lm-webwatcher,8208,udp
aruba-papi,8211,udp
rexecj,8230,udp
hncp-udp-port,8231,udp
hncp-dtls-port,8232,udp
synapse-nhttps,8243,udp
espeasy-p2p,8266,udp
ms-mcc,8276,udp
synapse-nhttp,8280,udp
libelle-disc,8282,udp
blp3,8292,udp
blp4,8294,udp
tmi,8300,udp
amberon,8301,udp
tnp-discover,8320,udp
tnp,8321,udp
garmin-marine,8322,udp
server-find,8351,udp
cruise-enum,8376,udp
cruise-swroute,8377,udp
cruise-config,8378,udp
cruise-diags,8379,udp
cruise-update,8380,udp
m2mservices,8383,udp
marathontp,8384,udp
cvd,8400,udp
sabarsd,8401,udp
abarsd,8402,udp
admind,8403,udp
espeech,8416,udp
espeech-rtp,8417,udp
aws-as2,8433,udp
cybro-a-bus,8442,udp
pcsync-https,8443,udp
pcsync-http,8444,udp
copy-disc,8445,udp
npmp,8450,udp
otv,8472,udp
vp2p,8473,udp
noteshare,8474,udp
fmtp,8500,udp
cmtp-av,8501,udp
lsp-self-ping,8503,udp
rtsp-alt,8554,udp
d-fence,8555,udp
dof-tunnel,8567,udp
asterix,8600,udp
canon-cpp-disc,8609,udp
canon-mfnp,8610,udp
canon-bjnp1,8611,udp
canon-bjnp2,8612,udp
canon-bjnp3,8613,udp
canon-bjnp4,8614,udp
msi-cps-rm-disc,8675,udp
sun-as-jmxrmi,8686,udp
dtp-net,8732,udp
ibus,8733,udp
mc-appserver,8763,udp
openqueue,8764,udp
ultraseek-http,8765,udp
amcs,8766,udp
dpap,8770,udp
msgclnt,8786,udp
msgsrvr,8787,udp
acd-pm,8793,udp
sunwebadmin,8800,udp
truecm,8804,udp
pfcp,8805,udp
hes-clip,8807,udp
ssports-bcast,8808,udp
3gpp-monp,8809,udp
dxspider,8873,udp
cddbp-alt,8880,udp
secure-mqtt,8883,udp
ddi-udp-1,8888,udp
ddi-udp-2,8889,udp
ddi-udp-3,8890,udp
ddi-udp-4,8891,udp
ddi-udp-5,8892,udp
ddi-udp-6,8893,udp
ddi-udp-7,8894,udp
ospf-lite,8899,udp
jmb-cds1,8900,udp
jmb-cds2,8901,udp
manyone-http,8910,udp
manyone-xml,8911,udp
wcbackup,8912,udp
dragonfly,8913,udp
cumulus-admin,8954,udp
nod-provider,8980,udp
nod-client,8981,udp
sunwebadmins,8989,udp
http-wmap,8990,udp
https-wmap,8991,udp
bctp,8999,udp
cslistener,9000,udp
etlservicemgr,9001,udp
dynamid,9002,udp
ogs-client,9007,udp
pichat,9009,udp
d-star,9011,udp
tambora,9020,udp
panagolin-ident,9021,udp
paragent,9022,udp
swa-1,9023,udp
swa-2,9024,udp
swa-3,9025,udp
swa-4,9026,udp
CardWeb-RT,9060,udp
glrpc,9080,udp
cisco-aqos,9081,udp
aurora,9084,udp
ibm-rsyscon,9085,udp
net2display,9086,udp
classic,9087,udp
sqlexec,9088,udp
sqlexec-ssl,9089,udp
websm,9090,udp
xmltec-xmlmail,9091,udp
XmlIpcRegSvc,9092,udp
hp-pdl-datastr,9100,udp
bacula-dir,9101,udp
bacula-fd,9102,udp
bacula-sd,9103,udp
peerwire,9104,udp
xadmin,9105,udp
astergate-disc,9106,udp
hexxorecore,9111,udp
mxit,9119,udp
dddp,9131,udp
apani1,9160,udp
apani2,9161,udp
apani3,9162,udp
apani4,9163,udp
apani5,9164,udp
sirius-agent,9183,udp
sun-as-jpda,9191,udp
wap-wsp,9200,udp
wap-wsp-wtp,9201,udp
wap-wsp-s,9202,udp
wap-wsp-wtp-s,9203,udp
wap-vcard,9204,udp
wap-vcal,9205,udp
wap-vcard-s,9206,udp
wap-vcal-s,9207,udp
rjcdb-vcards,9208,udp
almobile-system,9209,udp
oma-mlp,9210,udp
oma-mlp-s,9211,udp
serverviewdbms,9212,udp
serverstart,9213,udp
ipdcesgbs,9214,udp
insis,9215,udp
acme,9216,udp
fsc-port,9217,udp
teamcoherence,9222,udp
mon,9255,udp
traingpsdata,9277,udp
pegasus,9278,udp
pegasus-ctl,9279,udp
pgps,9280,udp
swtp-port1,9281,udp
swtp-port2,9282,udp
callwaveiam,9283,udp
visd,9284,udp
n2h2server,9285,udp
n2receive,9286,udp
cumulus,9287,udp
armtechdaemon,9292,udp
storview,9293,udp
armcenterhttp,9294,udp
armcenterhttps,9295,udp
vrace,9300,udp
secure-ts,9318,udp
guibase,9321,udp
mpidcmgr,9343,udp
mphlpdmc,9344,udp
ctechlicensing,9346,udp
fjdmimgr,9374,udp
boxp,9380,udp
fjinvmgr,9396,udp
mpidcagt,9397,udp
sec-t4net-srv,9400,udp
sec-t4net-clt,9401,udp
sec-pc2fax-srv,9402,udp
git,9418,udp
tungsten-https,9443,udp
wso2esb-console,9444,udp
sntlkeyssrvr,9450,udp
ismserver,9500,udp
sma-spw,9522,udp
mngsuite,9535,udp
laes-bf,9536,udp
trispen-sra,9555,udp
ldgateway,9592,udp
cba8,9593,udp
msgsys,9594,udp
pds,9595,udp
mercury-disc,9596,udp
pd-admin,9597,udp
vscp,9598,udp
robix,9599,udp
micromuse-ncpw,9600,udp
streamcomm-ds,9612,udp
condor,9618,udp
odbcpathway,9628,udp
uniport,9629,udp
mc-comm,9632,udp
xmms2,9667,udp
tec5-sdctp,9668,udp
client-wakeup,9694,udp
ccnx,9695,udp
board-roar,9700,udp
l5nas-parchan,9747,udp
board-voip,9750,udp
rasadv,9753,udp
tungsten-http,9762,udp
davsrc,9800,udp
sstp-2,9801,udp
davsrcs,9802,udp
sapv1,9875,udp
kca-service,9878,udp
cyborg-systems,9888,udp
gt-proxy,9889,udp
monkeycom,9898,udp
sctp-tunneling,9899,udp
iua,9900,udp
enrp,9901,udp
multicast-ping,9903,udp
domaintime,9909,udp
sype-transport,9911,udp
apc-9950,9950,udp
apc-9951,9951,udp
apc-9952,9952,udp
acis,9953,udp
alljoyn-mcm,9955,udp
alljoyn,9956,udp
odnsp,9966,udp
dsm-scm-target,9987,udp
osm-appsrvr,9990,udp
osm-oev,9991,udp
palace-1,9992,udp
palace-2,9993,udp
palace-3,9994,udp
palace-4,9995,udp
palace-5,9996,udp
palace-6,9997,udp
distinct32,9998,udp
distinct,9999,udp
ndmp,10000,udp
scp-config,10001,udp
documentum,10002,udp
documentum-s,10003,udp
mvs-capacity,10007,udp
octopus,10008,udp
swdtp-sv,10009,udp
cefd-vmp,10023,udp
zabbix-agent,10050,udp
zabbix-trapper,10051,udp
amanda,10080,udp
famdc,10081,udp
itap-ddtp,10100,udp
ezmeeting-2,10101,udp
ezproxy-2,10102,udp
ezrelay,10103,udp
swdtp,10104,udp
bctp-server,10107,udp
nmea-0183,10110,udp
nmea-onenet,10111,udp
netiq-endpoint,10113,udp
netiq-qcheck,10114,udp
netiq-endpt,10115,udp
netiq-voipa,10116,udp
iqrm,10117,udp
bmc-perf-sd,10128,udp
qb-db-server,10160,udp
snmpdtls,10161,udp
snmpdtls-trap,10162,udp
trisoap,10200,udp
rscs,10201,udp
apollo-relay,10252,udp
eapol-relay,10253,udp
axis-wimp-port,10260,udp
blocks,10288,udp
bngsync,10439,udp
hip-nat-t,10500,udp
MOS-lower,10540,udp
MOS-upper,10541,udp
MOS-aux,10542,udp
MOS-soap,10543,udp
MOS-soap-opt,10544,udp
gap,10800,udp
lpdg,10805,udp
nmc-disc,10810,udp
helix,10860,udp
bveapi,10880,udp
rmiaux,10990,udp
irisa,11000,udp
metasys,11001,udp
weave,11095,udp
sgi-lk,11106,udp
myq-termlink,11108,udp
vce,11111,udp
dicom,11112,udp
suncacao-snmp,11161,udp
suncacao-jmxmp,11162,udp
suncacao-rmi,11163,udp
suncacao-csa,11164,udp
suncacao-websvc,11165,udp
snss,11171,udp
smsqp,11201,udp
wifree,11208,udp
memcache,11211,udp
imip,11319,udp
imip-channels,11320,udp
arena-server,11321,udp
atm-uhas,11367,udp
hkp,11371,udp
lsdp,11430,udp
tempest-port,11600,udp
h323callsigalt,11720,udp
emc-xsw-dcache,11723,udp
intrepid-ssl,11751,udp
lanschool-mpt,11796,udp
xoraya,11876,udp
x2e-disc,11877,udp
sysinfo-sp,11967,udp
entextxid,12000,udp
entextnetwk,12001,udp
entexthigh,12002,udp
entextmed,12003,udp
entextlow,12004,udp
dbisamserver1,12005,udp
dbisamserver2,12006,udp
accuracer,12007,udp
accuracer-dbms,12008,udp
ghvpn,12009,udp
vipera,12012,udp
vipera-ssl,12013,udp
rets-ssl,12109,udp
nupaper-ss,12121,udp
cawas,12168,udp
hivep,12172,udp
linogridengine,12300,udp
warehouse-sss,12321,udp
warehouse,12322,udp
italk,12345,udp
tsaf,12753,udp
i-zipqd,13160,udp
bcslogc,13216,udp
rs-pias,13217,udp
emc-vcas-udp,13218,udp
powwow-client,13223,udp
powwow-server,13224,udp
doip-disc,13400,udp
bprd,13720,udp
bpdbm,13721,udp
bpjava-msvc,13722,udp
vnetd,13724,udp
bpcd,13782,udp
vopied,13783,udp
nbdb,13785,udp
nomdb,13786,udp
dsmcc-config,13818,udp
dsmcc-session,13819,udp
dsmcc-passthru,13820,udp
dsmcc-download,13821,udp
dsmcc-ccp,13822,udp
ucontrol,13894,udp
dta-systems,13929,udp
scotty-ft,14000,udp
sua,14001,udp
scotty-disc,14002,udp
sage-best-com1,14033,udp
sage-best-com2,14034,udp
vcs-app,14141,udp
icpp,14142,udp
gcm-app,14145,udp
vrts-tdd,14149,udp
vad,14154,udp
cps,14250,udp
ca-web-update,14414,udp
hde-lcesrvr-1,14936,udp
hde-lcesrvr-2,14937,udp
hydap,15000,udp
v2g-secc,15118,udp
xpilot,15345,udp
3link,15363,udp
cisco-snat,15555,udp
bex-xr,15660,udp
ptp,15740,udp
2ping,15998,udp
alfin,16003,udp
sun-sea-port,16161,udp
etb4j,16309,udp
pduncs,16310,udp
pdefmns,16311,udp
netserialext1,16360,udp
netserialext2,16361,udp
netserialext3,16367,udp
netserialext4,16368,udp
connected,16384,udp
vtp,16666,udp
newbay-snc-mc,16900,udp
sgcip,16950,udp
intel-rci-mp,16991,udp
amt-soap-http,16992,udp
amt-soap-https,16993,udp
amt-redir-tcp,16994,udp
amt-redir-tls,16995,udp
isode-dua,17007,udp
soundsvirtual,17185,udp
chipper,17219,udp
avtp,17220,udp
avdecc,17221,udp
cpsp,17222,udp
trdp-pd,17224,udp
trdp-md,17225,udp
integrius-stp,17234,udp
ssh-mgmt,17235,udp
db-lsp-disc,17500,udp
ea,17729,udp
zep,17754,udp
zigbee-ip,17755,udp
zigbee-ips,17756,udp
biimenu,18000,udp
opsec-cvp,18181,udp
opsec-ufp,18182,udp
opsec-sam,18183,udp
opsec-lea,18184,udp
opsec-omi,18185,udp
ohsc,18186,udp
opsec-ela,18187,udp
checkpoint-rtm,18241,udp
gv-pf,18262,udp
ac-cluster,18463,udp
heythings,18516,udp
rds-ib,18634,udp
rds-ip,18635,udp
vdmmesh-disc,18668,udp
ique,18769,udp
infotos,18881,udp
apc-necmp,18888,udp
igrid,19000,udp
scintilla,19007,udp
opsec-uaa,19191,udp
ua-secureagent,19194,udp
cora-disc,19220,udp
keysrvr,19283,udp
keyshadow,19315,udp
mtrgtrans,19398,udp
hp-sco,19410,udp
hp-sca,19411,udp
hp-sessmon,19412,udp
fxuptp,19539,udp
sxuptp,19540,udp
jcp,19541,udp
mle,19788,udp
dnp-sec,19999,udp
dnp,20000,udp
microsan,20001,udp
commtact-http,20002,udp
commtact-https,20003,udp
openwebnet,20005,udp
ss-idi-disc,20012,udp
opendeploy,20014,udp
nburn-id,20034,udp
tmophl7mts,20046,udp
mountd,20048,udp
nfsrdma,20049,udp
tolfab,20167,udp
ipdtp-port,20202,udp
ipulse-ics,20222,udp
emwavemsg,20480,udp
track,20670,udp
athand-mmp,20999,udp
irtrans,21000,udp
dfserver,21554,udp
vofr-gateway,21590,udp
tvpm,21800,udp
webphone,21845,udp
netspeak-is,21846,udp
netspeak-cs,21847,udp
netspeak-acd,21848,udp
netspeak-cps,21849,udp
snapenetio,22000,udp
optocontrol,22001,udp
optohost002,22002,udp
optohost003,22003,udp
optohost004,22004,udp
optohost004,22005,udp
wnn6,22273,udp
cis,22305,udp
showcockpit-net,22333,udp
shrewd-stream,22335,udp
cis-secure,22343,udp
wibukey,22347,udp
codemeter,22350,udp
vocaltec-phone,22555,udp
talikaserver,22763,udp
aws-brf,22800,udp
brf-gw,22951,udp
inovaport1,23000,udp
inovaport2,23001,udp
